Smiles,LogP,MW,QED,SAS,rb,TPSA,pIC50
O=C1c2n[nH]ccc2ccc1c1cc[nH]c1O,-1.5753999999999997,227.223,0.5898545105705605,-3.296797194085453,1,81.77,6.333045482635498
C[C@H]1C[C@@H]CC/C=C\CCc2nc[nH]c12,-3.3901900000000014,203.309,0.6432057305256689,-4.636536813090187,0,28.68,6.215797424316406
OCc1ccncc1OCCc2cc3cCNCc3ccc2,-2.295,296.37,0.8751829406551389,-3.4741067891394195,5,54.38000000000001,6.181748390197754
CSCC1CCCCCCC2CCCCC[N@+]12,-4.154900000000003,255.47099999999992,0.6715190139165057,-4.4843769285256005,2,5.900000000000002,5.893459796905518
C[C@@H]1C[C@@H](O)CC=CC[C@@](O)=NCO1,-1.4065,199.25,0.5796618060041687,-4.940400068471858,0,62.05,5.6017351150512695
C[C@H]1C=C[C@H]2CC(=O)C[C@@H]2CO1,-1.5566,166.22,0.5103277792792315,-4.359982092386827,0,26.3,6.1365227699279785
C[C@@H]1CS[C@@H](CC=C)[C@@H]1O,-1.6748999999999998,158.266,0.6169057273518358,-4.532296021334743,2,20.23,6.315573215484619
COC=C1Sc2ccccc2CC1=O.[O-],-2.2729,222.265,0.5407119290141937,-2.996297846758889,1,54.8,6.042461395263672
O=c1c2cc[nH]c2ccc2c(=O)[nH]c3ccccc3OCCc12,-2.715300000000001,306.32100000000014,0.6706084572086203,-2.8937374477967506,0,71.19,5.742257118225098
C[C@H](C)O[C@@H]1CCO[C@H]1OCc1ccccc1,-2.7432000000000007,236.311,0.7864312977878216,-3.0718040177318318,5,27.69,6.1193437576293945
OCc1ccc[n+]c1CCCN2CCCC[C@H]2C=C,-2.0299,260.381,0.7420396482865621,-4.449209636821498,6,37.57,6.059152126312256
C[C@H]1C[C@@H](C)C[C@@H]1O,-1.4133,114.188,0.5045807010395389,-3.4435804062195707,0,20.23,6.466071128845215
OCc1CCCOCCN1CCCCCCCN[S](=O)C,-1.2933000000000008,320.499,0.5956189623904852,-3.43171305004401,10,61.8,5.894489288330078
COC=C1SC(=O)Cc2ccccc2NCc2[nH]ccc12,-3.387500000000001,300.383,0.7927276920949273,-3.810216048224164,1,54.12,5.74749231338501
C=C1N2CCOc3ccccc3CC2[C@@H]1OCC,-2.2245,245.322,0.7972138278767745,-3.537201660337483,2,21.700000000000003,6.329612731933594
COC[C@@H]1COCC[C@H]1C,-1.3054,144.21400000000003,0.5813784754318078,-3.3975240710126275,2,18.46,6.156630516052246
COCCOC1CCOCCNCC1CCCNC(=O)SC,-1.4969000000000008,334.482,0.65575368665934,-4.137458055520154,8,68.82,5.768176078796387
C[C@@H]1[C@H](CCl)CCCCN=[N+]1,-2.2018000000000004,174.67499999999998,0.5453785947141018,-4.965121577323463,1,26.46,5.925175666809082
C[C@H](Br)CCC[C@@]1CO[C@@H]1C,-2.9332900000000013,220.13,0.6616180070862907,-4.4767574582167615,4,9.23,6.146778583526611
OCC1CC[C@@H]CCCCCNCCC1O,-1.49399,228.356,0.6372163984488937,-4.089494019357791,1,52.49,6.534576416015625
CCC[C@H]1OCCCCC[C@H]1C,-3.381800000000002,170.296,0.617021979926656,-2.994290448033251,2,9.23,6.110379219055176
C[C@H]1[C@@H](OCc2ccco2)O[C@@H]1,-1.95039,167.18399999999997,0.6890976083998654,-3.8886786833273694,3,31.6,5.921050071716309
CC(C)Sc1CC=CCCCCNC1=O,-2.7430000000000003,227.37299999999996,0.7349587142245438,-3.9444315683349416,2,29.1,5.549386501312256
OCc1CCCCOCCCCCCCCCOC[n+]1,-2.660800000000001,285.42799999999994,0.8055916125942083,-3.7305187359327,1,52.79,6.3039960861206055
COCC/C=C/CNCCCCc1cccs1,-3.2531000000000025,253.411,0.5103357049792198,-2.530231504917479,10,21.26,6.004946231842041
COC=C[C@H]COCCCN1CCc2nc[nH]c2CC1,-1.5813899999999996,278.37600000000003,0.5792672445182059,-3.3345288332010856,8,50.38,6.104464054107666
C[C-]c1occ(OCCC)c1Br,-3.280190000000002,231.089,0.7416140196026143,-3.968831071897348,4,22.37,5.537399768829346
O=C1CC[C@H]2CCCNCCC[C@H]2[C@@]1,-1.82659,193.29,0.6356125322016566,-4.792447983033844,0,29.1,6.537569999694824
C[C@H]1C[C@@H]1CCC/C#N,-2.3362800000000004,123.199,0.5282475439498988,-3.4038670522220125,3,23.79,6.094558238983154
COC(=O)C#Cc1ccccc1CC#N,-1.27718,199.209,0.5053133117237123,-2.690061690232488,1,50.09,5.468323230743408
COCC=C[C@H]CCCCCOCCO,-1.96259,215.313,0.5354506563194399,-3.065991437229677,11,38.69,6.325174331665039
CN(C=O)c1cOCc2ccc[nH]c2c(C)nc1CBr,-2.0569,338.20500000000004,0.6330776259762381,-4.769662272904203,3,53.93,5.075863838195801
CC(=O)OCc1oc(=O)ccc1-c1oc(OO)cc1,-1.8147,266.205,0.5114143083169971,-3.163362151071686,4,99.11,4.948777198791504
C[C@H]1C=CO[C@@H]1CCN=O,-1.6915,141.17000000000002,0.5607945051498798,-4.565822972111531,3,38.66,6.237515926361084
OCc1ccnc2OCc3cccn3CCNCc3oncc3c12,-1.7126,326.3560000000001,0.7080364119281923,-4.032609981084891,1,85.34000000000002,6.539431571960449
O=C1C2C[C@@H]3CCC2Cc[C@H]3O1,-1.7381,166.22,0.512236959975903,-4.767025529459231,0,26.3,6.320086479187012
COCC[C@@H]1OCCCCCC1CCNC(=O)Sc2ccccc2,-4.490300000000004,351.512,0.7353624732684221,-3.3960892665688918,7,47.56,5.742999076843262
OC1C[C@H]2CCCCCCCNCC[C@H]2C[C@]1(C)S,-3.3959000000000024,285.497,0.5961134199266862,-4.435951507627081,0,32.26,5.563817501068115
COC=C1COCc2ccncc2CCN1CC[N+]=O,-1.0463,277.324,0.7695136175144582,-4.257340086469947,4,65.76,6.266866207122803
C[C@]1COC=COC1CC(CN=O)=O,-1.19299,198.19799999999995,0.6362995131559311,-4.805956437676585,4,64.96000000000001,5.710825443267822
O=C1CC2CCCOCC2CCNCCc2c[nH]cc2CC1,-2.4851,304.4340000000001,0.7740632926220858,-4.267189585528605,0,54.12,5.999950885772705
OCCCCCCCOCCCCN3CCCCC[C@H]3C,-3.990500000000004,299.499,0.5530756060804605,-2.5662321894599778,12,32.7,6.650799751281738
C/C=C[C@@]1OC[C@@H](CC)O[C@@]1O,-1.78188,170.208,0.6861520431062997,-4.338489387571951,2,38.69,6.4802093505859375
COCCOC1CCONCCc2ccccc2CN1Cl,-2.0989,314.813,0.6808237414928888,-4.16315745457858,4,42.96,6.118953704833984
COCCc1CCCOCCNCCCCC[n+]1[O-],-1.5445,272.38899999999995,0.6253291667057742,-3.713875650807512,3,56.56,6.984812736511231
CO[C@H]1[C@@H]2C[C@H](CC)O[C@H]2[C@@H]1CCO,-1.1972999999999998,200.278,0.7407326381497221,-4.507292376164165,4,38.69,6.9763946533203125
O=C1C[C@@]2CCCC[C@@H]1CO2,-1.69799,153.201,0.5291150992880658,-4.568869856059197,0,26.3,6.597758293151856
C/C=C1CO[C@@H]2CCc3cc([N+])ccc3[C@@]12CC,-3.3259000000000016,241.334,0.6938585770310683,-4.806746213069819,1,31.53,5.606253623962402
C[C@H]1C[C@@H]CCCO[C@H]1OC,-1.99979,157.233,0.5792916029149097,-4.12773299171552,1,18.46,6.792611598968506
C[C@H]1[C@@H](O)C/C=CC[C@@H]2O[C@@H](OC)C[C@H]12,-1.711,212.289,0.6724550052222561,-4.498849135818633,1,38.69,6.238766670227051
O=C1\C=C[C@@H]2/C=C(c3ccccc3)OO[C@H]12,-2.1129999999999995,214.22,0.6715139074420043,-3.872816857496996,1,35.53,5.538941860198975
Oc1ccc2nnc3cccc3cC[n+]2ccc1O,-2.6544,254.26900000000003,0.652387555872877,-4.77917733513291,0,68.19,6.656455993652344
OCc1ccccc1CCN2CCCCC[N+]2=O,-1.9012,249.33399999999992,0.8288408023912169,-2.994501520666472,4,43.55,6.448150634765625
OCc1ccc(COC2CCc3c(C)cccc32)cc2[nH]cc1-2,-4.124320000000003,307.393,0.7611759453461246,-3.1966706280493358,4,45.25,5.932600498199463
C[C@H]1C[C@@H]CCCCC[C@@H]1O,-2.541890000000001,155.26100000000002,0.5696790708988819,-4.088044995637361,0,20.23,6.947964668273926
COCC[C@@H]1CCCCCOC[C@H]1OC,-2.2447,216.321,0.7210707594941486,-3.6077078375819855,4,27.69,6.336726188659668
CO[C@@H]1C[C@@H](Cl)c2ccccc2N1CO,-2.0989,227.69100000000003,0.7858870112668875,-3.703385625338834,2,32.7,6.162624835968018
COCC1CCCCCCCCCNCCCC[N+]=C1,-3.159800000000001,282.4719999999999,0.8441717966763391,-4.19364840398374,2,35.36,6.725605010986328
O=C1CC#Cc2ccccc2CCNCCO[C@H]1,-1.3213899999999998,242.29799999999997,0.6973293155122103,-4.489302531744365,0,38.33,6.113141059875488
C[C@H](Br)Cc1ccc(C)cc1N=O,-3.7188200000000022,242.116,0.5862559067324317,-3.302788095653459,3,29.43,5.459963321685791
C/C=C[C@@H]1CC/C=C[C@@H]1Cc1cccs1,-4.449100000000003,218.365,0.657521698467214,-3.9472531078563176,3,0.0,5.577404975891113
OCc1ccnccCCCCCCCCC[C@H]1C,-4.650200000000004,263.4249999999999,0.7335038029677959,-3.8624687916569407,1,32.59,6.434078216552734
C/C(C)S[C@@H]1CCC[C@@H]2CC2S1,-3.759700000000003,202.388,0.6685105700472473,-4.6725020018890895,2,0.0,5.692484378814697
C=C1C[C@@]2/C=C\CCC/C=C/[C@@H](O)[N@]12,-2.352490000000001,190.266,0.5926180158730556,-4.941765189069317,0,23.47,5.71889591217041
C[C@@H]1[C@@]2(OC)CCC[C@H]2OC1,-1.5904,156.225,0.5736871587597121,-4.283207470691778,1,18.46,6.021510601043701
C[C@H]1C[C@@H]2CCCO[C@H]2NC1c1ccccc1,-3.109800000000001,231.33900000000003,0.8015553568670208,-3.771771818613505,1,21.26,6.021893501281738
OCc1ccoc1CCCN2CC=CC[N+]2C,-1.2612,236.315,0.6180155551591773,-3.8724185441639465,5,42.510000000000005,5.9102396965026855
C[C@H](C)SCC(O)CC[C@@H]1OOCC1,-1.9896,220.33399999999995,0.6947878741595147,-4.197239009386818,6,38.69,6.028383255004883
CCC[C@H]1COCCCCCCN1,-2.3353,185.311,0.7126837688971309,-3.2810827339528066,2,21.26,6.164557456970215
OCc1ccc2nc3cc(CBr)c4ccccc4nc3cc1[C@@H]2,-3.9524900000000023,366.23800000000006,0.7918247497549438,-4.721921900633895,2,44.95,5.719161987304688
O=C1CC[C@@H]2CCNCCCCC[C@H]2[C@@H]CC1,-3.1198900000000016,236.37899999999996,0.6999105629263025,-4.13287846698714,0,29.1,6.742330074310303
COC[C@@H]1COCc2ccnc1c2,-1.3418,179.21900000000002,0.6861981573696582,-4.424533384143264,2,31.35,6.159552097320557
COC1CC[C@H]2CCCCC[C@@]2O[C@H]1C[C@@H],-3.393880000000002,223.336,0.7140806307129048,-4.456691072036548,2,18.46,6.7196946144104
COc1cc([C@@H]Cc2ccoc2)ccc1OC,-3.091890000000001,231.271,0.7920312402521253,-2.573612578700839,5,31.6,6.127458095550537
COc1cc2sc3ccccc3c2cc[nH]c1=O,-2.9891000000000005,257.314,0.8525353227154554,-3.235168976287772,1,38.33,6.359287738800049
COC(CO)=COC1CCc2ccccc2CC1[C@@H]OCC,-2.855090000000001,305.39400000000006,0.6214403500330778,-4.140917621963432,7,47.92,5.950456142425537
O=C1CCc2COC=CC2CCCNCO1,-1.427,225.28799999999995,0.6334602649270592,-4.67678081221341,0,47.56,6.193099021911621
COCC1CCCCCCCCCNCCCC1SC,-4.484800000000004,301.54,0.8299152955706642,-3.696657579742265,3,21.26,6.277689456939697
C[C@H]1C[C@@](Cl)CC[C@H]1OC,-2.5921900000000004,161.65200000000002,0.5746682872081349,-4.100098796287353,1,9.23,6.222797393798828
CN1C=C(O)c2ccc3cc[nH]c3c1[nH]n2CCN,-1.5778999999999996,259.313,0.5627568457239901,-4.064647603905588,2,87.69,5.754336357116699
[N-]C[C@@H]/CC=Cc1ccncc1[N+]#N,-3.011770000000001,186.218,0.5355162969475308,-4.265501739538292,4,63.34,6.207271575927734
C[C@H]1[C@@H]C/CC=C[C@@]1O,-2.08128,124.18299999999998,0.5238621337112563,-4.5659944627603,0,20.23,6.708883762359619
OCc1cccc(COCc2ccncc2C)c1S,-2.887820000000002,275.37299999999993,0.82454635908571,-2.6771720204475944,5,42.35,5.708751678466797
COC1C[C@@H]CCCCCC[C@@H]2OC12,-2.717390000000001,197.298,0.6028112591805317,-4.38465809113314,1,21.76,6.4209699630737305
COC[C@H]1CCCNCCC1,-1.4126,157.25699999999998,0.6541492196086186,-2.156630143989537,2,21.26,5.913545608520508
CC1=C[C@H]2OCC/CC[C@H]2[C@@]1(OCC)C[N@@H],-2.1898,224.324,0.6895444714886119,-4.643237694110125,3,42.260000000000005,6.599191188812256
CC(C)O[C@@H]1COCC[C@@H]1Oc1[nH]ccn1,-1.3709999999999998,226.276,0.8420964314050882,-4.031262520344788,4,56.370000000000005,5.976414680480957
C/C=C1CO[C@@H]1CCCOCc1ccccc1,-3.328500000000002,232.323,0.553030704982249,-3.0180065758368384,6,18.46,5.7332305908203125
COCC[C@H]1CCNCCc2ccccc2[N@]1,-1.8634,233.335,0.8646644283932018,-3.8025407236792734,3,35.36,5.981466770172119
CSC=C1[C@@H]c2ccncc2[C@@H]1,-2.44688,175.25599999999997,0.6499202742385718,-4.1723173855836615,1,12.89,6.350822925567627
OC(C)CCc1ccccc1CCCO,-1.9249000000000005,208.301,0.7495803694404389,-2.465202123789208,6,40.46,5.572464942932129
O=C1N(c2cc3ncc4c(c3)o[nH]c2=c2cccnc2c4)O1,-3.291100000000001,292.254,0.5437936564049651,-4.828261416098679,1,87.32,5.800530433654785
C[C@@H]1[C@H]2C(C)CC[C@@]2CO[C@@H]1C,-2.6617900000000008,167.27200000000002,0.5386954462405497,-4.599754574404562,0,9.23,5.765141487121582
C[C@H]1C[C@@H]C/CCC[C@@H]1O,-2.1517900000000005,141.234,0.5477534592391752,-3.821705939144497,0,20.23,6.95172119140625
C[C@@H]1[C@@H](C)Cn2cccc2[N+]1=O,-1.9367,165.21599999999998,0.5390958298471153,-4.726698263746951,0,25.01,5.854243755340576
O=C1c2oc(Oc3ccccc3)c[nH]c2Oc1,-1.2525,231.207,0.8297426034282033,-3.277840735686711,2,56.790000000000006,6.274651527404785
C/C=C\C[C@@]1CCCCCCCC1,-4.661490000000004,179.32699999999997,0.5406835561292087,-3.3990905942075376,2,0.0,6.007318496704102
C/C=C1[C@H]2C[C@@H]3CC[C@@H]3C=C[C@]21CC,-3.945000000000003,188.314,0.5466086877148779,-4.826585976311241,1,0.0,6.703071594238281
COCC[C@H]1NCCCC[C@@H]2CC[C@@H]2CC1,-2.971400000000001,225.37599999999995,0.7970625499611251,-3.696049504800353,3,21.26,6.129410743713379
C[C@H]1[C@@H]2CC(C)C=C1OCCC2,-2.972800000000001,166.26399999999995,0.5372939430407264,-4.9256879925869015,0,9.23,5.874048233032227
C/C=C[C@@H]1OCCCC[C@H]1C(=O)O,-1.8324,184.235,0.6658532121852077,-3.554984564236051,2,46.53,5.939176082611084
OCc1ccncc1CCCCNCCCC[N+]c1cccs1,-3.264000000000002,332.49299999999994,0.5865643501798277,-3.217524388358449,12,59.25000000000001,6.479740142822266
COCCc1ccncc1CCCNCCC[N+]=O,-1.285,265.3569999999999,0.6122052395377293,-3.1070830693986435,11,65.32,6.206493377685547
COCC[C@@H]1OCCCCc2ccsc2C[C@@]1O,-2.9530900000000013,269.386,0.9166057887957224,-3.954101745345425,3,38.69,7.124237060546875
COC(C)=CSCc1cccc(CN)cc2ncc1[nH]2,-3.3247,289.404,0.8287574956687318,-4.635982708878102,5,63.93,5.633139610290527
OCCCCCCCCOCCCN1CCCCN[C@]1(C)C,-3.1475000000000017,314.514,0.5432395740974766,-2.739672807736208,12,44.73,6.139365196228027
COC1CC2CCCNCCCN=CCC12,-1.8719,224.348,0.7374864355829565,-4.547496640643232,1,33.62,6.215197563171387
OC[C@H]C1CCNCCCCCCCCN1Cc1ccsc1,-3.449190000000001,323.52599999999995,0.890695777529782,-3.758681451688196,4,35.5,5.844048500061035
C[C@H](C)[C@@H](CO)C[C@@]12OC1CCCn2,-1.1195,199.294,0.6668669952363981,-4.565884360666949,4,44.79,5.936847686767578
OCc1ccoc1CCCN1CCCCC[C@]1,-2.619290000000001,235.3269999999999,0.851986055710034,-3.679163197225172,5,36.61000000000001,6.0475945472717285
COC(CC)CCNCCCc1cccnc1[N+]=O,-2.1526,265.357,0.6582950567721011,-3.612634065725927,10,65.32,5.804094314575195
COc1cc(C#CCNc2ccncc2)ccc1[O-],-1.6273999999999995,253.28100000000003,0.8445704939652507,-2.962212020447595,3,57.21,6.108058929443359
CSCc1ccc2ccccc2c1CNCC[F@],-3.7619000000000025,263.381,0.7963746247437476,-2.4947299230333364,6,12.03,5.526192665100098
COC1=COC2CSc3ccccc3CNC[C@@]12,-2.3429900000000004,262.354,0.8412993599933715,-4.334442177409732,1,30.49,5.973166465759277
C=C1[C@@H]2C/C=C\CCC[C@@H]2C(=O)N1CC,-2.724800000000001,205.301,0.6026764881066204,-3.703032878086086,1,20.31,5.921128273010254
C/C=C1CO[C@@H]2CCC[C@H]2[C@@H]1OCC,-2.5367000000000006,196.29,0.631810410989299,-4.243275189069316,2,18.46,6.7351484298706055
C/C=C1CO[C@@H]1CCC(=O)Nc1ccccc1,-2.750400000000001,231.295,0.8090674065801804,-2.855143593105284,4,38.33,5.472581386566162
O=C1C[C@@]2CC=CC2CC[C@@H]1O,-1.2508899999999998,165.212,0.548393341625414,-4.544998592829633,0,37.3,6.63080358505249
C/C=C1[C@@H]/C=C/CC[C@@H]1O,-1.84789,137.202,0.5398834076205741,-4.454497162869597,0,20.23,6.786489963531494
C[C@@H]1Cc/[C@@H]2C[C@@]12NC,-1.3944,125.215,0.5582056592428098,-4.572466149064274,1,12.03,6.257226467132568
O=C1CC[C@H]2CCCNCCCC[C@H]2[C@@]1,-2.21669,207.31699999999995,0.6596252114225721,-4.673953381572878,0,29.1,6.501601219177246
O=C1[C@H]2[C@@H]3CC[C@H]2C[C@@H]3c2cccnc12,-2.4076000000000004,199.253,0.6418798856395719,-4.840349704237926,0,29.96,6.840385437011719
O=C1N(Cc2nc3ccccc3cc2)Sc2ccccc2NCCC1,-4.476400000000003,349.4590000000002,0.693166982161292,-3.116475512917207,2,45.23,5.732125759124756
COC1CC[C@@]1CCOc1cccCNC[nH]1,-1.3242899999999995,237.32300000000004,0.7566767959557872,-4.555976421990684,5,42.52,6.124021053314209
OCc1ccccc1COCCN=Cc2ccncc2.O=O,-2.2766,302.33000000000004,0.6257919961383342,-2.5605337790229843,7,88.85,6.504599571228027
COC1CC[C@@H]2CCC[C@@H]2CC[C@H]1,-3.195990000000002,181.299,0.6033584921149201,-3.890003786584385,1,9.23,6.189322471618652
C[N+]/C=C/C=C/Cc1cscc1C#N,-2.466380000000001,203.29,0.6925682190292969,-4.312488662615214,4,37.89,5.668397903442383
COC1=C[C@]2[C@H]C3Ccccc3[C@@H]12,-2.4413800000000005,172.227,0.5899655177446517,-4.871638815248196,1,9.23,6.681768894195557
C/C=C1C[C@@H]2CCOCc2ccc1[N+]=O,-2.2854,205.257,0.6585516477060267,-4.67686874786281,1,40.400000000000006,6.363345146179199
C=C1[C@H]2O[C@@H]3CCC[C@@H]3O[C@@H](O)C[C@@H]12,-1.2173999999999998,196.246,0.5919118326844152,-4.635043470838722,0,38.69,6.232233047485352
OC1=C[C@H]2OCCc3cc[nH]c3C[C@H]2C=N1,-1.5984999999999998,218.25600000000003,0.694512212177524,-4.725460065352971,0,57.61,6.955410957336426
COC1CC[C@H]2CCCCCNCCC[C@]12CC[S],-3.9292000000000025,284.4889999999999,0.8476372412238887,-4.6383934010378365,3,21.26,6.274786472320557
C/C=C/[C@H](O)CCCCc1ccc(Br)cc1OC,-4.107500000000004,313.2350000000001,0.6062695485522799,-2.7754708046035805,7,29.46,5.469442844390869
COC=C/[C@H]1CCc2ccccc2CNC[C@@H]1,-2.7029900000000007,230.331,0.7887294217590873,-4.095827185217736,2,21.26,5.701770305633545
Oc1ccc2CCOCc3cccn3CCSc2c1,-3.0587000000000018,275.37300000000005,0.8021589206399277,-3.45293305839992,0,34.39,6.154506683349609
COCC[C@H]1OCCCCC2CC1.C[C@@H]2O,-2.3692000000000006,230.348,0.8055387800844143,-3.673839226567946,4,38.69,6.71934986114502
C[C@H]1[C@@H](CC)CC[C@@]12OCC2,-2.601600000000001,154.253,0.5638144861832742,-4.539012625978383,1,9.23,5.848558902740479
C[C@H]1C[C@@](O)CC=C[C@@H]1OC,-1.89199,155.21699999999996,0.585828079392001,-4.473351304370609,1,29.46,6.402101039886475
CC(C)[C@@H]1CC[C@@H](CCO)N[C@@]12CCN2,-1.0826000000000002,212.337,0.6558081948189348,-4.815611187096701,3,44.29,5.538914680480957
C=C1C[C@@H]2CO/C=CCCc3ccc([C@@H](O)CN)cc3CC[C@@H]12,-3.280100000000002,313.4410000000001,0.8239178533768287,-4.553085349368273,2,55.48,6.0262885093688965
C[C@H]1C[C@@H]2CC[C@@H]1O[C@@H]2O,-1.1398,142.198,0.5492659432003429,-4.853509461631731,0,29.46,7.16061544418335
C/C=C1CO[C@@H]1CCCOCC[C@@H](C)O,-1.8992,214.305,0.5194075906672038,-3.918930680283888,7,38.69,5.846199989318848
C/C=C1C[C@@]2OCC2C[C@@H]1O,-1.26579,153.201,0.530861209356949,-4.86372753265845,0,29.46,6.711458683013916
O=c1c2cnc3ccccc3c2CC/c2ccccc2OCCN1,-3.1422000000000008,318.3760000000001,0.6926207550757163,-2.793669786068641,0,51.22,6.428205966949463
OCCCCCCCCCN1CCCCCNC[S]1,-3.390600000000002,288.501,0.5034427381699861,-3.3573402012570632,9,35.5,6.266356468200684
OCc1CCCOCCCOCCCN2CCCC[C@H]2C[C@H]1,-2.650990000000001,312.47400000000005,0.808105481685538,-4.009753372510856,1,41.93,6.509449005126953
C[C@@H]1CO[C@@H](CCC)[C@@H]1O,-1.1823,144.214,0.6303254649820479,-3.781762688001409,2,29.46,6.589395999908447
COCc1cc2[cH-]cc3c[cH]cc3[n+]12,-1.7557,185.226,0.5129539277811342,-4.232235932784071,2,13.11,6.735421657562256
OCCC1CSCCc2ccccc2CCN[C@]1,-2.14539,263.406,0.8573070004079636,-4.341075268846598,2,32.26,6.167450904846191
C[C@@H]1occ(OCC)cc1C,-2.2293000000000003,154.20899999999995,0.6068596647967904,-3.8660110995242807,2,18.46,5.570118427276611
C[C@H]1C[C@@H](CCO)C[C@@]12OCC2,-1.5739999999999998,170.25199999999998,0.6813845799836948,-4.5833137112288505,2,29.46,6.030938625335693
OCCCCCCCOCCCN1CCCCCNC[S@]1=S,-2.3641000000000005,350.594,0.5602198417535207,-4.108470845179321,11,44.73,6.6795148849487305
C/C=C1\[C@H]2CC(C)CC[C@H]2nc1-c1cccs1,-4.301900000000003,245.391,0.6991658476602082,-4.0248968995034495,1,12.36,5.251802921295166
[C@H]1CCCCC=CCC2=NCOC12,-2.508290000000001,178.25499999999997,0.5221776027973711,-4.938542933267661,0,21.59,5.83431339263916
OCc1ccncc1OCCCN2CCCC[C@H]2C,-2.2172,264.3689999999999,0.800256190978174,-2.7447707557026177,6,45.59000000000001,6.390881538391113
OCC[C@H]1CC[C@H]2CC[C@@]1(O)C2,-1.31,170.252,0.6556843176160837,-4.764628716568802,2,40.46,5.827154636383057
O=C1[C@]2COCcCC2C[C@H]1c1ccccc1,-2.744090000000001,229.299,0.7398196346316588,-3.478863703760089,1,26.3,6.149441719055176
C/C=C[C@@]2O[C@@H](C)C/[C@@H]2O,-1.26419,141.19,0.595424379844258,-4.5166577706463285,1,29.46,6.28845739364624
C[C@H][C@@H]OCc1ccsc1,-2.6506800000000013,154.23399999999998,0.6056887889636263,-3.5877261306012427,4,9.23,5.813334465026856
ClC1CC[C@H]COc2cccn2CC[C@H]1CO,-2.470990000000001,256.753,0.7836809818795892,-4.975132206390594,1,34.39,6.28238582611084
OCc1cc2CSC(=O)c3ccccc3nc[nH]c2cc1,-3.337800000000001,298.367,0.8473960592058404,-3.3260160482241634,1,61.69,5.592126369476318
CN=C1C[C@@]2OCCc2CC[C@@H]1Oc1cccs1,-3.318690000000002,264.36999999999995,0.8201224960453917,-4.521408280857746,2,30.82,6.273258686065674
C[C@H]1C/CC[C@H]CCc2ncsc12,-3.5673900000000023,194.323,0.615023703306781,-4.44892929265726,0,12.89,6.041594505310059
COc1ccc(COC2CCCc3ccncc3[N+]2=O)c[n+]1,-2.0054,300.338,0.7978135686905709,-4.95413508195227,4,65.53,6.1062517166137695
COC1C[C@@H]2CCCCCNCCC[C@]12CC,-3.361500000000002,239.403,0.7975636599229503,-4.190145653311348,2,21.26,6.3022942543029785
C[C@H]1C[C@@H](O)Cc2ccoc2[N+]1=O,-1.3856,182.199,0.616601275123435,-4.665384564236051,0,53.45,6.0390825271606445
C=C1C[C@@]2/CCCC[C@H]1C[C@@H]2O,-2.461990000000001,165.256,0.5465908606680059,-4.920690465880387,0,20.23,6.761567115783691
OCCCCCCCCCCCCc1ccc[nH]1,-4.450500000000004,251.414,0.5289262224119115,-2.224675513074644,12,36.02,5.955056190490723
COc1cc2[nH]c3ccoc3c2C[C@@H]2Cc3ccnc3c12,-3.589100000000002,278.311,0.8662646641822508,-4.37423180301406,1,50.52,6.169938087463379
C/C=C[C@@H]OCCCCCO[C@@H]1CO[C@H]1,-2.4883800000000003,212.289,0.5494942097722963,-4.256573577916477,9,27.69,6.600930690765381
OCC1CCOCCCCCCCCCCCN1C,-3.210300000000002,271.44499999999994,0.7946647978277477,-3.0774195608877117,1,32.7,5.937600612640381
COC/C=C\CNc1ccncc1C,-2.00452,192.262,0.724479248866527,-2.6801690472305992,5,34.15,5.994180679321289
COC(C)=C/CCNC(=O)CCN1CC[C@@H]2CC[C@@H]12,-1.9173,266.38499999999993,0.5652236085958412,-3.494014270572256,7,41.57,5.508192539215088
C[C@H]1CC[C@@H]2CC[C@@H]1OC2,-2.2115,140.22599999999997,0.5009945283239282,-4.476742603908564,0,9.23,6.674278259277344
COc1ccc2nc(/N=Cc3ccoc3)cc1O[C@@H]2,-2.600690000000001,255.253,0.763089235888386,-4.999941834674819,2,56.32000000000001,5.755643367767334
COc1cc2nc(=NO)cc3ccccc3ncc1[nH]CC2,-2.0207,296.3300000000001,0.6214713239421472,-4.239997203871802,1,79.63000000000001,6.011329174041748
COC1CC[C@@H]CCCCCNCCC1[O-],-1.26849,227.348,0.7334304496291879,-4.599787999290902,1,44.31999999999999,6.3823347091674805
OCC1CSCCCNc2ccccc21,-2.3113,223.34100000000004,0.7660510436926444,-3.5685609389643123,1,32.26,6.017684459686279
OCc1cc2CCOCC2CCNc2cc[nH]c2n1,-1.858,261.325,0.7223802314918046,-4.662683382066532,1,69.64,6.098160266876221
COC1C/C=COCN1CCc1ncccc1[N@],-1.4903,247.298,0.8085210421051067,-4.395225301645001,4,56.89,6.292975425720215
C#CCN1CCCCC2CCNCC2=CC[N@]1CC,-1.8783,261.41299999999995,0.6046835027104688,-4.319495085363235,2,18.51,5.991820812225342
C[C@H](Br)CCC[C@@]1CO[C@@H]1O,-1.86319,222.102,0.7354243312207448,-4.595838996678301,4,29.46,6.659839630126953
COC1=C[C@H]2CCOC[C@H]2CC[C@@H]1CC,-2.9894000000000016,210.317,0.697280687134045,-4.108155360821524,2,18.46,5.9535722732543945
C/C=C\C[C@@H]1CCCCCCCCN1C,-3.997300000000004,209.37699999999995,0.6213963684800681,-3.266570029873403,2,3.24,5.863224029541016
